datetime,username,tweet,tweet_cleaned,tweet_tokens,normalization
2022-04-12 10:27:21+00:00,Afiramadhani31,"Akhirnya jadi UU TPKS gue rada lega si. Predator otw medaeng wkwk

Angin segar banget setelah selama ini bener2 cuman bisa marah sama keadaan.",akhirnya jadi uu tpks gue rada lega si  predator otw medaeng wkwk  angin segar banget setelah selama ini bener  cuman bisa marah sama keadaan ,"['akhirnya', 'jadi', 'uu', 'tpks', 'gue', 'rada', 'lega', 'si', 'predator', 'otw', 'medaeng', 'wkwk', 'angin', 'segar', 'banget', 'setelah', 'selama', 'ini', 'bener', 'cuman', 'bisa', 'marah', 'sama', 'keadaan']","['akhirnya', 'jadi', 'uu', 'tpks', 'saya', 'rada', 'lega', 'sih', 'predator', 'on', 'the', 'way', ',', 'sedang', 'di', 'jalan', 'medaeng', 'tertawa', 'angin', 'segar', 'banget', 'setelah', 'selama', 'ini', 'benar', 'Cuma', 'bisa', 'marah', 'sama-sama', 'keadaan']"
2022-04-12 10:27:36+00:00,anggapph2,Alhamdulillah UU TPKS disahkan terima kasih Joko Widodo,alhamdulillah uu tpks disahkan terima kasih joko widodo,"['alhamdulillah', 'uu', 'tpks', 'disahkan', 'terima', 'kasih', 'joko', 'widodo']","['alhamdulillah', 'uu', 'tpks', 'disahkan', 'terima', 'kasih', 'joko', 'widodo']"
2022-04-12 10:27:48+00:00,BarnMadeira,SAH!!! UUTPKS https://t.co/0UKfvzUwib,sah   uutpks ,"['sah', 'uutpks']","['sah', 'uutpks']"
2022-04-12 10:28:25+00:00,slurdlordeh,"Alhamdulillah kalau UU TPKS disahkan. Moga2 nih UU gak hanya buat kaum perempuan, laki2 juga bisa dapat perlindungan dari kekerasan seksual.",alhamdulillah kalau uu tpks disahkan  moga  nih uu gak hanya buat kaum perempuan  laki  juga bisa dapat perlindungan dari kekerasan seksual ,"['alhamdulillah', 'kalau', 'uu', 'tpks', 'disahkan', 'moga', 'nih', 'uu', 'gak', 'hanya', 'buat', 'kaum', 'perempuan', 'laki', 'juga', 'bisa', 'dapat', 'perlindungan', 'dari', 'kekerasan', 'seksual']","['alhamdulillah', 'kalau', 'uu', 'tpks', 'disahkan', 'moga', 'ini', 'uu', 'enggak', 'hanya', 'buat', 'kaum', 'perempuan', 'laki-laki', 'juga', 'bisa', 'dapat', 'perlindungan', 'dari', 'kekerasan', 'seksual']"
2022-04-12 10:29:00+00:00,LarasWa2529,"#TerimaKasihMbakPuan

Akhirnya UU TPKS Disahkan

Sebagai kado hari Kartini yang menjadi istimewa dengan disahkannya UU TPKS https://t.co/qjrTJ8q5tZ",  akhirnya uu tpks disahkan  sebagai kado hari kartini yang menjadi istimewa dengan disahkannya uu tpks ,"['akhirnya', 'uu', 'tpks', 'disahkan', 'sebagai', 'kado', 'hari', 'kartini', 'yang', 'menjadi', 'istimewa', 'dengan', 'disahkannya', 'uu', 'tpks']","['akhirnya', 'uu', 'tpks', 'disahkan', 'sebagai', 'kado', 'hari', 'kartini', 'yang', 'menjadi', 'istimewa', 'dengan', 'disahkannya', 'uu', 'tpks']"
2022-04-12 10:29:00+00:00,totobazem,"UU TPKS Resmi Disahkan, Penegak Hukum Kini Punya Legal Standing Tindak Pelaku Kekerasan Seksual
 #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/65GlGs2oJn",uu tpks resmi disahkan  penegak hukum kini punya legal standing tindak pelaku kekerasan seksual   akhirnya uu tpks disahkan ,"['uu', 'tpks', 'resmi', 'disahkan', 'penegak', 'hukum', 'kini', 'punya', 'legal', 'standing', 'tindak', 'pelaku', 'kekerasan', 'seksual', 'akhirnya', 'uu', 'tpks', 'disahkan']","['uu', 'tpks', 'resmi', 'disahkan', 'penegak', 'hukum', 'kini', 'punya', 'legal', 'standing', 'tindak', 'pelaku', 'kekerasan', 'seksual', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:29:00+00:00,kakasawi,"Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) resmi mengesahkan Rancangan Undang-Undang Tindak Pidana Kekerasan Seksual (RUU TPKS) menjadi Undang-Undang.
 #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/07LY3RWGuT",dewan perwakilan rakyat republik indonesia  dpr ri  resmi mengesahkan rancangan undang undang tindak pidana kekerasan seksual  ruu tpks  menjadi undang undang    akhirnya uu tpks disahkan ,"['dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'dpr', 'ri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'ruu', 'tpks', 'menjadi', 'undang', 'undang', 'akhirnya', 'uu', 'tpks', 'disahkan']","['dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'dpr', 'ri', 'resmi', 'mengesahkan', 'rancangan', 'undang', 'undang', 'tindak', 'pidana', 'kekerasan', 'seksual', 'ruu', 'tpks', 'menjadi', 'undang', 'undang', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:29:00+00:00,fareldrgntra,"Rapat paripurna untuk pengesahan RUU TPKS menjadi UU ini dihadiri oleh sejumlah organisasi terkait perempuan, 
 #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/lVMYqofHJD",rapat paripurna untuk pengesahan ruu tpks menjadi uu ini dihadiri oleh sejumlah organisasi terkait perempuan     akhirnya uu tpks disahkan ,"['rapat', 'paripurna', 'untuk', 'pengesahan', 'ruu', 'tpks', 'menjadi', 'uu', 'ini', 'dihadiri', 'oleh', 'sejumlah', 'organisasi', 'terkait', 'perempuan', 'akhirnya', 'uu', 'tpks', 'disahkan']","['rapat', 'paripurna', 'untuk', 'pengesahan', 'ruu', 'tpks', 'menjadi', 'uu', 'ini', 'dihadiri', 'oleh', 'sejumlah', 'organisasi', 'terkait', 'perempuan', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:29:06+00:00,inicia__,Lahh??? Istri cuma ladang ngasih jatah suami??? Ha??? Lucu bangettt pola pikirnya. Oiya kak tapi bukan RUU lagi sudah menjadi UU TPKS karena sudah disahkan,lahh   istri cuma ladang ngasih jatah suami   ha   lucu bangett pola pikirnya  oiya kak tapi bukan ruu lagi sudah menjadi uu tpks karena sudah disahkan,"['lahh', 'istri', 'cuma', 'ladang', 'ngasih', 'jatah', 'suami', 'ha', 'lucu', 'bangett', 'pola', 'pikirnya', 'oiya', 'kak', 'tapi', 'bukan', 'ruu', 'lagi', 'sudah', 'menjadi', 'uu', 'tpks', 'karena', 'sudah', 'disahkan']","['lah', 'istri', 'cuma', 'ladang', 'mengasih', 'jatah', 'suami', 'tertawa', 'lucu', 'banget', 'pola', 'pikirnya', 'oiya', 'kak', 'tapi', 'bukan', 'ruu', 'lagi', 'sudah', 'menjadi', 'uu', 'tpks', 'karena', 'sudah', 'disahkan']"
2022-04-12 10:29:57+00:00,netizen_soleh,"@detikcom hai para suami, berhubung UU TPKS sudah di sahkan, jika istri istri anda tidak mau diajak HTS, kami para homo siap melayani anda 🤣", hai para suami  berhubung uu tpks sudah di sahkan  jika istri istri anda tidak mau diajak hts  kami para homo siap melayani anda  ,"['hai', 'para', 'suami', 'berhubung', 'uu', 'tpks', 'sudah', 'di', 'sahkan', 'jika', 'istri', 'istri', 'anda', 'tidak', 'mau', 'diajak', 'hts', 'kami', 'para', 'homo', 'siap', 'melayani', 'anda']","['hai', 'para', 'suami', 'berhubung', 'uu', 'tpks', 'sudah', 'di', 'sahkan', 'jika', 'istri', 'istri', 'anda', 'tidak', 'mau', 'diajak', 'hts', 'kami', 'para', 'homo', 'siap', 'melayani', 'anda']"
2022-04-12 10:30:00+00:00,ArionDelwyn,"Terlebih perjalanan pengesahan RUU TPKS ini sebelumnya kerap menemui lika-liku.
 #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/SVUiwjMaYV",terlebih perjalanan pengesahan ruu tpks ini sebelumnya kerap menemui lika liku    akhirnya uu tpks disahkan ,"['terlebih', 'perjalanan', 'pengesahan', 'ruu', 'tpks', 'ini', 'sebelumnya', 'kerap', 'menemui', 'lika', 'liku', 'akhirnya', 'uu', 'tpks', 'disahkan']","['terlebih', 'perjalanan', 'pengesahan', 'ruu', 'tpks', 'ini', 'sebelumnya', 'kerap', 'menemui', 'lika', 'liku', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,pandacutie414,"RUU TPKS menjadi prioritas sejak dulu #TerimaKasihMbakPuan

Akhirnya UU TPKS Disahkan https://t.co/gJL870tuGF",ruu tpks menjadi prioritas sejak dulu   akhirnya uu tpks disahkan ,"['ruu', 'tpks', 'menjadi', 'prioritas', 'sejak', 'dulu', 'akhirnya', 'uu', 'tpks', 'disahkan']","['ruu', 'tpks', 'menjadi', 'prioritas', 'sejak', 'dulu', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,gunturfaitsal,"Perjalanan RUU TPKS menjadi UU TPKS penuh lika-liku karena Beberapa kali regulasi batal untuk di sahkan karena sulit di capai  kesepakatan bersama
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/Iej6J0oSle",perjalanan ruu tpks menjadi uu tpks penuh lika liku karena beberapa kali regulasi batal untuk di sahkan karena sulit di capai  kesepakatan bersama  akhirnya uu tpks disahkan ,"['perjalanan', 'ruu', 'tpks', 'menjadi', 'uu', 'tpks', 'penuh', 'lika', 'liku', 'karena', 'beberapa', 'kali', 'regulasi', 'batal', 'untuk', 'di', 'sahkan', 'karena', 'sulit', 'di', 'capai', 'kesepakatan', 'bersama', 'akhirnya', 'uu', 'tpks', 'disahkan']","['perjalanan', 'ruu', 'tpks', 'menjadi', 'uu', 'tpks', 'penuh', 'lika', 'liku', 'karena', 'beberapa', 'kali', 'regulasi', 'batal', 'untuk', 'di', 'sahkan', 'karena', 'sulit', 'di', 'capai', 'kesepakatan', 'bersama', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,angga7k,"memperjuangkan untuk perempuan Puan selalu bersyukur  Akhirnya UU TPKS Disahkan
#TerimaKasihMbakPuan https://t.co/LfyhjGipgz",memperjuangkan untuk perempuan puan selalu bersyukur  akhirnya uu tpks disahkan  ,"['memperjuangkan', 'untuk', 'perempuan', 'puan', 'selalu', 'bersyukur', 'akhirnya', 'uu', 'tpks', 'disahkan']","['memperjuangkan', 'untuk', 'perempuan', 'puan', 'selalu', 'bersyukur', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,namdocan,"Akhirnyaa yaa yahhh, disahkan jugaa #TerimaKasihMbakPuan 

Akhirnya UU TPKS Disahkan https://t.co/DE4Sqo9OEp",akhirnyaa yaa yahh  disahkan jugaa    akhirnya uu tpks disahkan ,"['akhirnyaa', 'yaa', 'yahh', 'disahkan', 'jugaa', 'akhirnya', 'uu', 'tpks', 'disahkan']","['akhirnyaa', 'ya', 'ya', 'disahkan', 'juga', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Sugito7673,"Puan menyampaikan terima kasih kepada kepada Pemerintah khususnya Menteri PPPA, Menteri Sosial, Menteri Dalam Negeri dan Menteri Hukum dan HAM atas peran serta dan kerja samanya selama selama pembahasan RUU TPKS tersebut
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/vcShk1epsI",puan menyampaikan terima kasih kepada kepada pemerintah khususnya menteri ppa  menteri sosial  menteri dalam negeri dan menteri hukum dan ham atas peran serta dan kerja samanya selama selama pembahasan ruu tpks tersebut  akhirnya uu tpks disahkan ,"['puan', 'menyampaikan', 'terima', 'kasih', 'kepada', 'kepada', 'pemerintah', 'khususnya', 'menteri', 'ppa', 'menteri', 'sosial', 'menteri', 'dalam', 'negeri', 'dan', 'menteri', 'hukum', 'dan', 'ham', 'atas', 'peran', 'serta', 'dan', 'kerja', 'samanya', 'selama', 'selama', 'pembahasan', 'ruu', 'tpks', 'tersebut', 'akhirnya', 'uu', 'tpks', 'disahkan']","['puan', 'menyampaikan', 'terima', 'kasih', 'kepada', 'kepada', 'pemerintah', 'khususnya', 'menteri', 'papa', 'menteri', 'sosial', 'menteri', 'dalam', 'negeri', 'dan', 'menteri', 'hukum', 'dan', 'ham', 'atas', 'peran', 'serta', 'dan', 'kerja', 'samanya', 'selama', 'selama', 'pembahasan', 'ruu', 'tpks', 'tersebut', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,evioladd,"kagum atas perjuangan beliau
#TerimaKasihMbakPuan

Akhirnya UU TPKS Disahkan

https://t.co/005imuGqiV",kagum atas perjuangan beliau   akhirnya uu tpks disahkan  ,"['kagum', 'atas', 'perjuangan', 'beliau', 'akhirnya', 'uu', 'tpks', 'disahkan']","['kagum', 'atas', 'perjuangan', 'beliau', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Dayungputri1,"Kemudian, dewan pun akan mengambil keputusan soal perpanjangan waktu pembahasan sejumlah RUU, salah satunya adalah RUU tentang Pelindungan Data Pribadi
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/DgG9taWGCt",kemudian  dewan pun akan mengambil keputusan soal perpanjangan waktu pembahasan sejumlah ruu  salah satunya adalah ruu tentang pelindungan data pribadi  akhirnya uu tpks disahkan ,"['kemudian', 'dewan', 'pun', 'akan', 'mengambil', 'keputusan', 'soal', 'perpanjangan', 'waktu', 'pembahasan', 'sejumlah', 'ruu', 'salah', 'satunya', 'adalah', 'ruu', 'tentang', 'pelindungan', 'data', 'pribadi', 'akhirnya', 'uu', 'tpks', 'disahkan']","['kemudian', 'dewan', 'pun', 'akan', 'mengambil', 'keputusan', 'soal', 'perpanjangan', 'waktu', 'pembahasan', 'sejumlah', 'ruu', 'salah', 'satunya', 'adalah', 'ruu', 'tentang', 'pelindungan', 'data', 'pribadi', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Mamat08961144,"Puan dinilai memiliki momentum mensahkan RUU TPKS 
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/CloWtM6kCP",puan dinilai memiliki momentum mensahkan ruu tpks   akhirnya uu tpks disahkan ,"['puan', 'dinilai', 'memiliki', 'momentum', 'mensahkan', 'ruu', 'tpks', 'akhirnya', 'uu', 'tpks', 'disahkan']","['puan', 'dinilai', 'memiliki', 'momentum', 'mensahkan', 'ruu', 'tpks', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Amhetys1,"Badan Legislasi DPR RI menyetujui RUU Tindak Pidana Kekerasan Seksual (TPKS) dalam rapat pleno pengambilan keputusan tingkat pertama. 
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/FiC0nVZoGa",badan legislasi dpr ri menyetujui ruu tindak pidana kekerasan seksual  tpks  dalam rapat pleno pengambilan keputusan tingkat pertama    akhirnya uu tpks disahkan ,"['badan', 'legislasi', 'dpr', 'ri', 'menyetujui', 'ruu', 'tindak', 'pidana', 'kekerasan', 'seksual', 'tpks', 'dalam', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'pertama', 'akhirnya', 'uu', 'tpks', 'disahkan']","['badan', 'legislasi', 'dpr', 'ri', 'menyetujui', 'ruu', 'tindak', 'pidana', 'kekerasan', 'seksual', 'tpks', 'dalam', 'rapat', 'pleno', 'pengambilan', 'keputusan', 'tingkat', 'pertama', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,hobikuitu77,"Ia mengatakan, rapat paripurna kali ini akan menjadi tonggak bersejarah salah satu perjuangan masyarakat.
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan 
https://t.co/Lyc9LpsNVX",ia mengatakan  rapat paripurna kali ini akan menjadi tonggak bersejarah salah satu perjuangan masyarakat   akhirnya uu tpks disahkan  ,"['ia', 'mengatakan', 'rapat', 'paripurna', 'kali', 'ini', 'akan', 'menjadi', 'tonggak', 'bersejarah', 'salah', 'satu', 'perjuangan', 'masyarakat', 'akhirnya', 'uu', 'tpks', 'disahkan']","['ia', 'mengatakan', 'rapat', 'paripurna', 'kali', 'ini', 'akan', 'menjadi', 'tonggak', 'bersejarah', 'salah', 'satu', 'perjuangan', 'masyarakat', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,rretagaya1,"Melalui forum ini sekali lagi kami menyampaikan terima kasih dan penghargaan yang setinggi-tingginya kepada Menteri PPPA,” kata Puan. #TerimaKasihMbakPuan 
Akhirnya UU TPKS Disahkan https://t.co/tZxsIPshrY",melalui forum ini sekali lagi kami menyampaikan terima kasih dan penghargaan yang setinggi tingginya kepada menteri ppa   kata puan    akhirnya uu tpks disahkan ,"['melalui', 'forum', 'ini', 'sekali', 'lagi', 'kami', 'menyampaikan', 'terima', 'kasih', 'dan', 'penghargaan', 'yang', 'setinggi', 'tingginya', 'kepada', 'menteri', 'ppa', 'kata', 'puan', 'akhirnya', 'uu', 'tpks', 'disahkan']","['melalui', 'forum', 'ini', 'sekali', 'lagi', 'kami', 'menyampaikan', 'terima', 'kasih', 'dan', 'penghargaan', 'yang', 'setinggi', 'tingginya', 'kepada', 'menteri', 'papa', 'kata-kata', 'puan', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Totocarla3,"Puan mengatakan, pengesahan RUU TPKS menjadi undang-undang merupakan bentuk hadiah bagi para perempuan di Indonesia menjelang Hari Kartini. 
 #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/pb41BdEemC",puan mengatakan  pengesahan ruu tpks menjadi undang undang merupakan bentuk hadiah bagi para perempuan di indonesia menjelang hari kartini     akhirnya uu tpks disahkan ,"['puan', 'mengatakan', 'pengesahan', 'ruu', 'tpks', 'menjadi', 'undang', 'undang', 'merupakan', 'bentuk', 'hadiah', 'bagi', 'para', 'perempuan', 'di', 'indonesia', 'menjelang', 'hari', 'kartini', 'akhirnya', 'uu', 'tpks', 'disahkan']","['puan', 'mengatakan', 'pengesahan', 'ruu', 'tpks', 'menjadi', 'undang', 'undang', 'merupakan', 'bentuk', 'hadiah', 'bagi', 'para', 'perempuan', 'di', 'indonesia', 'menjelang', 'hari', 'kartini', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,jessiwansos,"Puan Maharani mengatakan, rapat paripurna kali ini akan menjadi tonggak bersejarah salah satu perjuangan masyarakat. #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/s9QxP32KJc",puan maharani mengatakan  rapat paripurna kali ini akan menjadi tonggak bersejarah salah satu perjuangan masyarakat   akhirnya uu tpks disahkan ,"['puan', 'maharani', 'mengatakan', 'rapat', 'paripurna', 'kali', 'ini', 'akan', 'menjadi', 'tonggak', 'bersejarah', 'salah', 'satu', 'perjuangan', 'masyarakat', 'akhirnya', 'uu', 'tpks', 'disahkan']","['puan', 'maharani', 'mengatakan', 'rapat', 'paripurna', 'kali', 'ini', 'akan', 'menjadi', 'tonggak', 'bersejarah', 'salah', 'satu', 'perjuangan', 'masyarakat', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,UlatYa_5,"Setuju,” jawab peserta yang dilanjutkan dengan ketok palu sidang oleh Puan.
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/tiPLu2zBhV",setuju   jawab peserta yang dilanjutkan dengan ketok palu sidang oleh puan   akhirnya uu tpks disahkan ,"['setuju', 'jawab', 'peserta', 'yang', 'dilanjutkan', 'dengan', 'ketok', 'palu', 'sidang', 'oleh', 'puan', 'akhirnya', 'uu', 'tpks', 'disahkan']","['setuju', 'jawab', 'peserta', 'yang', 'dilanjutkan', 'dengan', 'ketok', 'palu', 'sidang', 'oleh', 'puan', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,YusfitoZiga,"Harapaan kaum perempuan melalui UU TPKS inj terwujud dan akan lebih terjamin perlindungannya. #TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/Q22V9VUyKw",harapaan kaum perempuan melalui uu tpks inj terwujud dan akan lebih terjamin perlindungannya   akhirnya uu tpks disahkan ,"['harapaan', 'kaum', 'perempuan', 'melalui', 'uu', 'tpks', 'inj', 'terwujud', 'dan', 'akan', 'lebih', 'terjamin', 'perlindungannya', 'akhirnya', 'uu', 'tpks', 'disahkan']","['harapaan', 'kaum', 'perempuan', 'melalui', 'uu', 'tpks', 'inj', 'terwujud', 'dan', 'akan', 'lebih', 'terjamin', 'perlindungannya', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,kokoboqii,"Dalam proses disahkannya Undang-Undang TPKS, sidang ini dipimpin langsung oleh Puan Maharani.
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/jBZ579zvdN",dalam proses disahkannya undang undang tpks  sidang ini dipimpin langsung oleh puan maharani   akhirnya uu tpks disahkan ,"['dalam', 'proses', 'disahkannya', 'undang', 'undang', 'tpks', 'sidang', 'ini', 'dipimpin', 'langsung', 'oleh', 'puan', 'maharani', 'akhirnya', 'uu', 'tpks', 'disahkan']","['dalam', 'proses', 'disahkannya', 'undang', 'undang', 'tpks', 'sidang', 'ini', 'dipimpin', 'langsung', 'oleh', 'puan', 'maharani', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,HningAnggita,"Aku pun juga ikut senang melihat Mbak Puan akan terharu melihat hasil nya yang Akhirnya UU TPKS Disahkan
#TerimaKasihMbakPuan https://t.co/riES7ceCjP",aku pun juga ikut senang melihat mbak puan akan terharu melihat hasil nya yang akhirnya uu tpks disahkan  ,"['aku', 'pun', 'juga', 'ikut', 'senang', 'melihat', 'mbak', 'puan', 'akan', 'terharu', 'melihat', 'hasil', 'nya', 'yang', 'akhirnya', 'uu', 'tpks', 'disahkan']","['aku', 'pun', 'juga', 'ikut', 'senang', 'melihat', 'mbak-mbak', 'puan', 'akan', 'terharu', 'melihat', 'hasil', 'nya', 'yang', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Sodiq2050,"Puan mengatakan, pengesahan RUU TPKS menjadi undang-undang merupakan bentuk hadiah bagi para perempuan di Indonesia menjelang Hari Kartini. 
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/Vr2z4UQfIS",puan mengatakan  pengesahan ruu tpks menjadi undang undang merupakan bentuk hadiah bagi para perempuan di indonesia menjelang hari kartini    akhirnya uu tpks disahkan ,"['puan', 'mengatakan', 'pengesahan', 'ruu', 'tpks', 'menjadi', 'undang', 'undang', 'merupakan', 'bentuk', 'hadiah', 'bagi', 'para', 'perempuan', 'di', 'indonesia', 'menjelang', 'hari', 'kartini', 'akhirnya', 'uu', 'tpks', 'disahkan']","['puan', 'mengatakan', 'pengesahan', 'ruu', 'tpks', 'menjadi', 'undang', 'undang', 'merupakan', 'bentuk', 'hadiah', 'bagi', 'para', 'perempuan', 'di', 'indonesia', 'menjelang', 'hari', 'kartini', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,xinemaxiu,"Uuhuuyyy Akhirnya UU TPKS Disahkan , good news bgt ini  
#TerimaKasihMbakPuan 
 https://t.co/1tsu4Obcql",uuhuuyy akhirnya uu tpks disahkan   good news bgt ini      ,"['uuhuuyy', 'akhirnya', 'uu', 'tpks', 'disahkan', 'good', 'news', 'bgt', 'ini']","['uuhuuyy', 'akhirnya', 'uu', 'tpks', 'disahkan', 'good', 'news', 'banget', 'ini']"
2022-04-12 10:30:00+00:00,breskaayu,"Puan Maharani memimpin rapat paripurna pengambilan keputusan soal RUU Tindak Pidana Kekerasan Seksual (RUU TPKS) 
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/0omNDNH3Xi",puan maharani memimpin rapat paripurna pengambilan keputusan soal ruu tindak pidana kekerasan seksual  ruu tpks    akhirnya uu tpks disahkan ,"['puan', 'maharani', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'soal', 'ruu', 'tindak', 'pidana', 'kekerasan', 'seksual', 'ruu', 'tpks', 'akhirnya', 'uu', 'tpks', 'disahkan']","['puan', 'maharani', 'memimpin', 'rapat', 'paripurna', 'pengambilan', 'keputusan', 'soal', 'ruu', 'tindak', 'pidana', 'kekerasan', 'seksual', 'ruu', 'tpks', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,Tabirsurya6,"Alhamdulillah Hari ini RUU TPKS akan disahkan dan menjadi bukti perjuangan bagi korban-korban kekerasan seksual,
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan https://t.co/uUJwxsshzo",alhamdulillah hari ini ruu tpks akan disahkan dan menjadi bukti perjuangan bagi korban korban kekerasan seksual   akhirnya uu tpks disahkan ,"['alhamdulillah', 'hari', 'ini', 'ruu', 'tpks', 'akan', 'disahkan', 'dan', 'menjadi', 'bukti', 'perjuangan', 'bagi', 'korban', 'korban', 'kekerasan', 'seksual', 'akhirnya', 'uu', 'tpks', 'disahkan']","['alhamdulillah', 'hari', 'ini', 'ruu', 'tpks', 'akan', 'disahkan', 'dan', 'menjadi', 'bukti', 'perjuangan', 'bagi', 'korban', 'korban', 'kekerasan', 'seksual', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,jangandtr,"Dipimpin Puan Maharani, Momen Bersejarah RUU TPKS Disahkan Hari Ini #TerimaKasihMbakPuan Akhirnya UU TPKS Disahkan https://t.co/04rOIuyFl1",dipimpin puan maharani  momen bersejarah ruu tpks disahkan hari ini  akhirnya uu tpks disahkan ,"['dipimpin', 'puan', 'maharani', 'momen', 'bersejarah', 'ruu', 'tpks', 'disahkan', 'hari', 'ini', 'akhirnya', 'uu', 'tpks', 'disahkan']","['dipimpin', 'puan', 'maharani', 'momen', 'bersejarah', 'ruu', 'tpks', 'disahkan', 'hari', 'ini', 'akhirnya', 'uu', 'tpks', 'disahkan']"
2022-04-12 10:30:00+00:00,qisaliquisa,"Akhirnya UU TPKS Disahkan, udah resmi di sahkan guys 
#TerimaKasihMbakPuan
Akhirnya UU TPKS Disahkan
https://t.co/ydfgeYuOJg",akhirnya uu tpks disahkan  udah resmi di sahkan guys   akhirnya uu tpks disahkan ,"['akhirnya', 'uu', 'tpks', 'disahkan', 'udah', 'resmi', 'di', 'sahkan', 'guys', 'akhirnya', 'uu', 'tpks', 'disahkan']","['akhirnya', 'uu', 'tpks', 'disahkan', 'sudah', 'resmi', 'di', 'sahkan', 'teman-teman', 'akhirnya', 'uu', 'tpks', 'disahkan']"
