datetime,username,tweet,tweet_cleaned,tweet_tokens,normalization
2022-04-12 03:41:51+00:00,aktualofficial,Puan Maharani Akan Pimpin Rapat Paripurna RUU TPKS Menjadi UU https://t.co/gLz7HM4iNC,puan maharani akan pimpin rapat paripurna ruu tpks menjadi uu ,"['puan', 'maharani', 'akan', 'pimpin', 'rapat', 'paripurna', 'ruu', 'tpks', 'menjadi', 'uu']","['puan', 'maharani', 'akan', 'pimpin', 'rapat', 'paripurna', 'ruu', 'tpks', 'menjadi', 'uu']"
2022-04-12 04:23:42+00:00,bijibiru,@andianisharfina @maidina__ Udah bisa pake nama #UUTPKS udah sah,  udah bisa pake nama  udah sah,"['udah', 'bisa', 'pake', 'nama', 'udah', 'sah']","['sudah', 'bisa', 'pakai', 'nama-nama', 'sudah', 'sah']"
2022-04-12 04:27:54+00:00,rakhmad_hp,"Kabar gembira untuk para penyintas. RUU TPKS sudah jadi UU TPKS. Setelah 10 tahun sejak digagas.

https://t.co/CMDelivPHp",kabar gembira untuk para penyintas  ruu tpks sudah jadi uu tpks  setelah    tahun sejak digagas   ,"['kabar', 'gembira', 'untuk', 'para', 'penyintas', 'ruu', 'tpks', 'sudah', 'jadi', 'uu', 'tpks', 'setelah', 'tahun', 'sejak', 'digagas']","['kabar', 'gembira', 'untuk', 'para', 'penyintas', 'ruu', 'tpks', 'sudah', 'jadi', 'uu', 'tpks', 'setelah', 'tahun-tahun', 'sejak', 'digagas']"
2022-04-12 04:33:26+00:00,Rumadi04,Kita perlu menyambut baik pengesahan UU TPKS. Dengan UU ini mengubah banyak hal terkait perlindungan korban kekerasan seksual. #RUUTPKS,kita perlu menyambut baik pengesahan uu tpks  dengan uu ini mengubah banyak hal terkait perlindungan korban kekerasan seksual  ,"['kita', 'perlu', 'menyambut', 'baik', 'pengesahan', 'uu', 'tpks', 'dengan', 'uu', 'ini', 'mengubah', 'banyak', 'hal', 'terkait', 'perlindungan', 'korban', 'kekerasan', 'seksual']","['kita', 'perlu', 'menyambut', 'baik', 'pengesahan', 'uu', 'tpks', 'dengan', 'uu', 'ini', 'mengubah', 'banyak', 'hal', 'terkait', 'perlindungan', 'korban', 'kekerasan', 'seksual']"
2022-04-12 04:33:51+00:00,zsupermanz,"Akhirnya, setelah sekian lama RUU Tindakan Pidana Kekerasan Seksual (TPKS) hari ini disahkan jadi UU!",akhirnya  setelah sekian lama ruu tindakan pidana kekerasan seksual  tpks  hari ini disahkan jadi uu ,"['akhirnya', 'setelah', 'sekian', 'lama', 'ruu', 'tindakan', 'pidana', 'kekerasan', 'seksual', 'tpks', 'hari', 'ini', 'disahkan', 'jadi', 'uu']","['akhirnya', 'setelah', 'sekian', 'lama', 'ruu', 'tindakan', 'pidana', 'kekerasan', 'seksual', 'tpks', 'hari', 'ini', 'disahkan', 'jadi', 'uu']"
2022-04-12 04:33:58+00:00,jakartafeminist,"Selanjutnya, kita harus kawal terus implementasi UU TPKS. Biar hak korban dan penyintas benar-benar dipenuhi dan tanggung jawab pemerintah dilaksanakan.
#sahkanRUUTPKS",selanjutnya  kita harus kawal terus implementasi uu tpks  biar hak korban dan penyintas benar benar dipenuhi dan tanggung jawab pemerintah dilaksanakan  ,"['selanjutnya', 'kita', 'harus', 'kawal', 'terus', 'implementasi', 'uu', 'tpks', 'biar', 'hak', 'korban', 'dan', 'penyintas', 'benar', 'benar', 'dipenuhi', 'dan', 'tanggung', 'jawab', 'pemerintah', 'dilaksanakan']","['selanjutnya', 'kita', 'harus', 'kawal', 'terus', 'implementasi', 'uu', 'tpks', 'biar', 'hak', 'korban', 'dan', 'penyintas', 'benar-benar', 'benar-benar', 'dipenuhi', 'dan', 'tanggung', 'jawab', 'pemerintah', 'dilaksanakan']"
2022-04-12 04:34:10+00:00,mardiasih,SAAAAAAAAH. UU TPKS SAAAAAAH!!!!,saah  uu tpks saah  ,"['saah', 'uu', 'tpks', 'saah']","['saah', 'uu', 'tpks', 'saah']"
2022-04-12 04:34:38+00:00,pramajakti,UU TPKS KETOK PALU! SAH!,uu tpks ketok palu  sah ,"['uu', 'tpks', 'ketok', 'palu', 'sah']","['uu', 'tpks', 'ketok', 'palu', 'sah']"
2022-04-12 04:35:50+00:00,grrrrrrrlz,Wah UU TPKS udah sahhhh?,wah uu tpks udah sahh ,"['wah', 'uu', 'tpks', 'udah', 'sahh']","['wah', 'uu', 'tpks', 'sudah', 'sahh']"
2022-04-12 04:36:15+00:00,gitaputrid,"RUU TPKS sah menjadi UU TPKS. Kerja panjang kelompok masyarakat sipil terbayar sudah. 

Selamat untuk teman-teman jaringan perempuan yang gigih mengawal dan responsifnya Pemerintah-DPR perlu dihargai saat detik-detik terakhir.

💪🏼✨💪🏼✨🥳🥳",ruu tpks sah menjadi uu tpks  kerja panjang kelompok masyarakat sipil terbayar sudah    selamat untuk teman teman jaringan perempuan yang gigih mengawal dan responsifnya pemerintah dpr perlu dihargai saat detik detik terakhir           ,"['ruu', 'tpks', 'sah', 'menjadi', 'uu', 'tpks', 'kerja', 'panjang', 'kelompok', 'masyarakat', 'sipil', 'terbayar', 'sudah', 'selamat', 'untuk', 'teman', 'teman', 'jaringan', 'perempuan', 'yang', 'gigih', 'mengawal', 'dan', 'responsifnya', 'pemerintah', 'dpr', 'perlu', 'dihargai', 'saat', 'detik', 'detik', 'terakhir']","['ruu', 'tpks', 'sah', 'menjadi', 'uu', 'tpks', 'kerja', 'panjang', 'kelompok', 'masyarakat', 'sipil', 'terbayar', 'sudah', 'selamat', 'untuk', 'teman', 'teman', 'jaringan', 'perempuan', 'yang', 'gigih', 'mengawal', 'dan', 'responsifnya', 'pemerintah', 'dpr', 'perlu', 'dihargai', 'saat', 'detik', 'detik', 'terakhir']"
2022-04-12 04:36:29+00:00,ImamMut13887578,@mardiasih @anindyavivi UU TPKS Sah ya,  uu tpks sah ya,"['uu', 'tpks', 'sah', 'ya']","['uu', 'tpks', 'sah', 'iya']"
2022-04-12 04:37:20+00:00,OnlyFrens,Kabar gembira min @Official_PAN RUU TPKS sah menjadi UU.,kabar gembira min  ruu tpks sah menjadi uu ,"['kabar', 'gembira', 'min', 'ruu', 'tpks', 'sah', 'menjadi', 'uu']","['kabar', 'gembira', 'min', 'ruu', 'tpks', 'sah', 'menjadi', 'uu']"
2022-04-12 04:37:47+00:00,zumakore,UU TPKS SAHHHHHHH,uu tpks sahh,"['uu', 'tpks', 'sahh']","['uu', 'tpks', 'sahh']"
2022-04-12 04:37:47+00:00,a__my_,Alhamdulillah 😭😭 akhiranya UU TPKS sahhhh,alhamdulillah    akhiranya uu tpks sahh,"['alhamdulillah', 'akhiranya', 'uu', 'tpks', 'sahh']","['alhamdulillah', 'akhiranya', 'uu', 'tpks', 'sahh']"
2022-04-12 04:37:54+00:00,sefishafiyah,"RUU TPKS akan disahkan siang ini!! We might getting UU TPKS today, we'll see👀",ruu tpks akan disahkan siang ini   we might getting uu tpks today  we ll see ,"['ruu', 'tpks', 'akan', 'disahkan', 'siang', 'ini', 'we', 'might', 'getting', 'uu', 'tpks', 'today', 'we', 'll', 'see']","['ruu', 'tpks', 'akan', 'disahkan', 'siang', 'ini', 'we', 'might', 'getting', 'uu', 'tpks', 'today', 'we', 'll', 'sih']"
2022-04-12 04:37:58+00:00,Sam_Ardi,Alhamdulillah kita punya UU TPKS,alhamdulillah kita punya uu tpks,"['alhamdulillah', 'kita', 'punya', 'uu', 'tpks']","['alhamdulillah', 'kita', 'punya', 'uu', 'tpks']"
2022-04-12 04:38:04+00:00,andianisharfina,Allahuakbar Allahuakbar Alhamdulillah sah UU TPKS✊🥺🤲,allahuakbar allahuakbar alhamdulillah sah uu tpks   ,"['allahuakbar', 'allahuakbar', 'alhamdulillah', 'sah', 'uu', 'tpks']","['allahuakbar', 'allahuakbar', 'alhamdulillah', 'sah', 'uu', 'tpks']"
2022-04-12 04:38:20+00:00,adrblekookie,wkwk uu tpks disahin dpr yaa hari ini,wkwk uu tpks disahin dpr yaa hari ini,"['wkwk', 'uu', 'tpks', 'disahin', 'dpr', 'yaa', 'hari', 'ini']","['tertawa', 'uu', 'tpks', 'disahin', 'dpr', 'ya', 'hari', 'ini']"
2022-04-12 04:38:48+00:00,namjinius,UU TPKS SAAAHHHHHH 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,uu tpks saahh   ,"['uu', 'tpks', 'saahh']","['uu', 'tpks', 'saahh']"
2022-04-12 04:39:33+00:00,sitsnoe,UU TPKS SAH PER HARI INI🧡💛💚💙💜🤎❤️,uu tpks sah per hari ini        ,"['uu', 'tpks', 'sah', 'per', 'hari', 'ini']","['uu', 'tpks', 'sah', 'per', 'hari', 'ini']"
2022-04-12 04:40:36+00:00,luharits,"Sepi keknya tuh sidang paripurna yak,,
Tapi dengan disahkannya RUU menjadi UU TPKS, kabar gembira.",sepi keknya tuh sidang paripurna yak   tapi dengan disahkannya ruu menjadi uu tpks  kabar gembira ,"['sepi', 'keknya', 'tuh', 'sidang', 'paripurna', 'yak', 'tapi', 'dengan', 'disahkannya', 'ruu', 'menjadi', 'uu', 'tpks', 'kabar', 'gembira']","['sepi', 'kayaknya', 'itu', 'sidang', 'paripurna', 'ya', 'tapi', 'dengan', 'disahkannya', 'ruu', 'menjadi', 'uu', 'tpks', 'kabar', 'gembira']"
2022-04-12 04:41:25+00:00,d0n_yayak,"Alhamdulillah, SAH! #UUTPKS",alhamdulillah  sah  ,"['alhamdulillah', 'sah']","['alhamdulillah', 'sah']"
2022-04-12 04:42:00+00:00,rrraaihan,"Pada akhirnya, RUU TPKS (Tindak Pidana Kekerasan Seksual) menjadi UU TPKS 👏👏👏",pada akhirnya  ruu tpks  tindak pidana kekerasan seksual  menjadi uu tpks   ,"['pada', 'akhirnya', 'ruu', 'tpks', 'tindak', 'pidana', 'kekerasan', 'seksual', 'menjadi', 'uu', 'tpks']","['pada', 'akhirnya', 'ruu', 'tpks', 'tindak', 'pidana', 'kekerasan', 'seksual', 'menjadi', 'uu', 'tpks']"
2022-04-12 04:42:13+00:00,lanicolecky,"#UUTPKS akhirnya sah hari ini! Memang masih ada kekurangannya as gak semua yang diperjuangkan di draft awal masuk, tapi ini tetep jadi kabar bahagia untuk kita semua karena payung hukumnya akhirnya berhasil berdiri!", akhirnya sah hari ini  memang masih ada kekurangannya as gak semua yang diperjuangkan di draft awal masuk  tapi ini tetep jadi kabar bahagia untuk kita semua karena payung hukumnya akhirnya berhasil berdiri ,"['akhirnya', 'sah', 'hari', 'ini', 'memang', 'masih', 'ada', 'kekurangannya', 'as', 'gak', 'semua', 'yang', 'diperjuangkan', 'di', 'draft', 'awal', 'masuk', 'tapi', 'ini', 'tetep', 'jadi', 'kabar', 'bahagia', 'untuk', 'kita', 'semua', 'karena', 'payung', 'hukumnya', 'akhirnya', 'berhasil', 'berdiri']","['akhirnya', 'sah', 'hari', 'ini', 'memang', 'masih', 'ada', 'kekurangannya', 'as', 'enggak', 'semua', 'yang', 'diperjuangkan', 'di', 'draft', 'awal', 'masuk', 'tapi', 'ini', 'tetap', 'jadi', 'kabar', 'bahagia', 'untuk', 'kita', 'semua', 'karena', 'payung', 'hukumnya', 'akhirnya', 'berhasil', 'berdiri']"
2022-04-12 04:42:37+00:00,erasmus70,"UU TPKS sah 🔥

Yang kita perjuangkan, Indonesia kini punya mekanisme Victim Trust Fund, Kompensasi utk korban KS, dan sita restitusi kasus KS

how bout that?😎",uu tpks sah    yang kita perjuangkan  indonesia kini punya mekanisme victim trust fund  kompensasi utk korban ks  dan sita restitusi kasus ks  how bout that  ,"['uu', 'tpks', 'sah', 'yang', 'kita', 'perjuangkan', 'indonesia', 'kini', 'punya', 'mekanisme', 'victim', 'trust', 'fund', 'kompensasi', 'utk', 'korban', 'ks', 'dan', 'sita', 'restitusi', 'kasus', 'ks', 'how', 'bout', 'that']","['uu', 'tpks', 'sah', 'yang', 'kita', 'perjuangkan', 'indonesia', 'kini', 'punya', 'mekanisme', 'victim', 'trust', 'fund', 'kompensasi', 'untuk', 'korban', 'ks', 'dan', 'sita', 'restitusi', 'kasus', 'ks', 'how', 'bout', 'that']"
2022-04-12 04:43:50+00:00,yacko,Alhamdulillah puji syukur UU TPKS disahkan!!!! 😭😭😭😭,alhamdulillah puji syukur uu tpks disahkan     ,"['alhamdulillah', 'puji', 'syukur', 'uu', 'tpks', 'disahkan']","['alhamdulillah', 'puji', 'syukur', 'uu', 'tpks', 'disahkan']"
2022-04-12 04:43:53+00:00,bebasdunya,@mardiasih Jelasin mba efeknya UU TPKS yang sudah disahkan., jelasin mba efeknya uu tpks yang sudah disahkan ,"['jelasin', 'mba', 'efeknya', 'uu', 'tpks', 'yang', 'sudah', 'disahkan']","['jelasin', 'mbak', 'efeknya', 'uu', 'tpks', 'yang', 'sudah', 'disahkan']"
2022-04-12 04:44:01+00:00,SilVilla26,Akhirnya RUU TPKS sudah sah menjadi UU! 💅🏼,akhirnya ruu tpks sudah sah menjadi uu    ,"['akhirnya', 'ruu', 'tpks', 'sudah', 'sah', 'menjadi', 'uu']","['akhirnya', 'ruu', 'tpks', 'sudah', 'sah', 'menjadi', 'uu']"
2022-04-12 04:44:42+00:00,bela_skywalker,Puan Maharani mengesahkan UU TPKS,puan maharani mengesahkan uu tpks,"['puan', 'maharani', 'mengesahkan', 'uu', 'tpks']","['puan', 'maharani', 'mengesahkan', 'uu', 'tpks']"
2022-04-12 04:45:32+00:00,bimaprawira,"@ICJRid Min, kalau ada kasus kejahatan seksual (yg sebelumnya tidak masuk bentuk TPKS di UU) sebelum masa berlakunya UU tersebut, apakah bisa dipidana dengan UU itu?", min  kalau ada kasus kejahatan seksual  yg sebelumnya tidak masuk bentuk tpks di uu  sebelum masa berlakunya uu tersebut  apakah bisa dipidana dengan uu itu ,"['min', 'kalau', 'ada', 'kasus', 'kejahatan', 'seksual', 'yg', 'sebelumnya', 'tidak', 'masuk', 'bentuk', 'tpks', 'di', 'uu', 'sebelum', 'masa', 'berlakunya', 'uu', 'tersebut', 'apakah', 'bisa', 'dipidana', 'dengan', 'uu', 'itu']","['min', 'kalau', 'ada', 'kasus', 'kejahatan', 'seksual', 'yang', 'sebelumnya', 'tidak', 'masuk', 'bentuk', 'tpks', 'di', 'uu', 'sebelum', 'masa', 'berlakunya', 'uu', 'tersebut', 'apakah', 'bisa', 'dipidana', 'dengan', 'uu', 'itu']"
2022-04-12 04:45:33+00:00,veryveryharsh,UU TPKS SAH!!,uu tpks sah  ,"['uu', 'tpks', 'sah']","['uu', 'tpks', 'sah']"
2022-04-12 04:46:18+00:00,ginaSnoer,"Terima kasih, terima kasih, terima kasih, untuk semua orang baik yang mau terlibat di politik dan memperjuangkan UU TPKS sah.

Salah satu hadiah terbaik untuk bangsa ini. Alhamdulillah 💜😭😭

#UUTPKSSAH!!!!",terima kasih  terima kasih  terima kasih  untuk semua orang baik yang mau terlibat di politik dan memperjuangkan uu tpks sah   salah satu hadiah terbaik untuk bangsa ini  alhamdulillah        ,"['terima', 'kasih', 'terima', 'kasih', 'terima', 'kasih', 'untuk', 'semua', 'orang', 'baik', 'yang', 'mau', 'terlibat', 'di', 'politik', 'dan', 'memperjuangkan', 'uu', 'tpks', 'sah', 'salah', 'satu', 'hadiah', 'terbaik', 'untuk', 'bangsa', 'ini', 'alhamdulillah']","['terima', 'kasih', 'terima', 'kasih', 'terima', 'kasih', 'untuk', 'semua', 'orang-orang', 'baik', 'yang', 'mau', 'terlibat', 'di', 'politik', 'dan', 'memperjuangkan', 'uu', 'tpks', 'sah', 'salah', 'satu', 'hadiah', 'terbaik', 'untuk', 'bangsa', 'ini', 'alhamdulillah']"
2022-04-12 04:46:19+00:00,jagatpatria,"Selamat kawans, TPKS sudah sah jadi UU. Proficiat!",selamat kawans  tpks sudah sah jadi uu  proficiat ,"['selamat', 'kawans', 'tpks', 'sudah', 'sah', 'jadi', 'uu', 'proficiat']","['selamat', 'kawans', 'tpks', 'sudah', 'sah', 'jadi', 'uu', 'proficiat']"
2022-04-12 04:46:26+00:00,hahjeruk,RUU TPKS sah jadi UU! terima kasih atas pengawalan dan perjuangannya teman2! ayo kawal lagi implementasinya 🤍,ruu tpks sah jadi uu  terima kasih atas pengawalan dan perjuangannya teman   ayo kawal lagi implementasinya  ,"['ruu', 'tpks', 'sah', 'jadi', 'uu', 'terima', 'kasih', 'atas', 'pengawalan', 'dan', 'perjuangannya', 'teman', 'ayo', 'kawal', 'lagi', 'implementasinya']","['ruu', 'tpks', 'sah', 'jadi', 'uu', 'terima', 'kasih', 'atas', 'pengawalan', 'dan', 'perjuangannya', 'teman', 'ayo', 'kawal', 'lagi', 'implementasinya']"
2022-04-12 04:46:41+00:00,deyuwi,UU TPKS 🥹,uu tpks  ,"['uu', 'tpks']","['uu', 'tpks']"
2022-04-12 04:46:43+00:00,mAheJenk,"so, kita punya UU TPKS. masih banyak catatannya.",so  kita punya uu tpks  masih banyak catatannya ,"['so', 'kita', 'punya', 'uu', 'tpks', 'masih', 'banyak', 'catatannya']","['sok', 'kita', 'punya', 'uu', 'tpks', 'masih', 'banyak', 'catatannya']"
2022-04-12 04:47:02+00:00,dozenflicks,YA ALLAH UU TPKS SAHHHHHH,ya allah uu tpks sahh,"['ya', 'allah', 'uu', 'tpks', 'sahh']","['iya', 'allah', 'uu', 'tpks', 'sahh']"
2022-04-12 04:47:16+00:00,bethapasulit,Mau cek uutpks bgttttttttttttt,mau cek uutpks bgtt,"['mau', 'cek', 'uutpks', 'bgtt']","['mau', 'cek', 'uutpks', 'banget']"
2022-04-12 04:47:40+00:00,dumbassonly,"Akhirnya RUU TPKS dah jadi UU, panjang umur perjuangan! Kedepannya masih panjang soalnya meskipun dah jadi UU masih buanyak bgt masalah kedepan terutama perubahan perubahan draft sebelumnya yg jadi gak ada. Tapi ini jadi permulaan yang baik bgt👍👏🏻",akhirnya ruu tpks dah jadi uu  panjang umur perjuangan  kedepannya masih panjang soalnya meskipun dah jadi uu masih buanyak bgt masalah kedepan terutama perubahan perubahan draft sebelumnya yg jadi gak ada  tapi ini jadi permulaan yang baik bgt   ,"['akhirnya', 'ruu', 'tpks', 'dah', 'jadi', 'uu', 'panjang', 'umur', 'perjuangan', 'kedepannya', 'masih', 'panjang', 'soalnya', 'meskipun', 'dah', 'jadi', 'uu', 'masih', 'buanyak', 'bgt', 'masalah', 'kedepan', 'terutama', 'perubahan', 'perubahan', 'draft', 'sebelumnya', 'yg', 'jadi', 'gak', 'ada', 'tapi', 'ini', 'jadi', 'permulaan', 'yang', 'baik', 'bgt']","['akhirnya', 'ruu', 'tpks', 'deh', 'jadi', 'uu', 'panjang', 'umur', 'perjuangan', 'kedepannya', 'masih', 'panjang', 'soalnya', 'meskipun', 'deh', 'jadi', 'uu', 'masih', 'buanyak', 'banget', 'masalah', 'kedepan', 'terutama', 'perubahan', 'perubahan', 'draft', 'sebelumnya', 'yang', 'jadi', 'enggak', 'ada', 'tapi', 'ini', 'jadi', 'permulaan', 'yang', 'baik', 'banget']"
2022-04-12 04:47:54+00:00,kanyasuryadewi,"UU TPKS SAH !!!!!!!
Made my day banget 🔥🔥🔥",uu tpks sah    made my day banget   ,"['uu', 'tpks', 'sah', 'made', 'my', 'day', 'banget']","['uu', 'tpks', 'sah', 'made', 'my', 'day', 'banget']"
2022-04-12 04:48:15+00:00,sungchanfh,UU TPKS KETOK PALU,uu tpks ketok palu,"['uu', 'tpks', 'ketok', 'palu']","['uu', 'tpks', 'ketok', 'palu']"
2022-04-12 04:48:16+00:00,nurqomariyaah,RUU TPKS sah jadi UU!! 🙏🏻🥺🤍,ruu tpks sah jadi uu       ,"['ruu', 'tpks', 'sah', 'jadi', 'uu']","['ruu', 'tpks', 'sah', 'jadi', 'uu']"
2022-04-12 04:48:21+00:00,pauskelabu,OH MY GODDDDDDDD 😭😭😭😭😭😭 UU TPKS SAH!!!!!,oh my godd    uu tpks sah  ,"['oh', 'my', 'godd', 'uu', 'tpks', 'sah']","['oh', 'my', 'godd', 'uu', 'tpks', 'sah']"
2022-04-12 04:48:33+00:00,idntimes,PKS tetap menolak RUU TPKS menjadi UU https://t.co/xPV2Objn0M,pks tetap menolak ruu tpks menjadi uu ,"['pks', 'tetap', 'menolak', 'ruu', 'tpks', 'menjadi', 'uu']","['pks', 'tetap', 'menolak', 'ruu', 'tpks', 'menjadi', 'uu']"
2022-04-12 04:48:41+00:00,qntrsd,"Orang orang pinter, konsisten, persisten sama nilai yang dibela, berdiri sama korban, akhirnya kita punya UU TPKS. Gue masih terharu😭😭😭",orang orang pinter  konsisten  persisten sama nilai yang dibela  berdiri sama korban  akhirnya kita punya uu tpks  gue masih terharu  ,"['orang', 'orang', 'pinter', 'konsisten', 'persisten', 'sama', 'nilai', 'yang', 'dibela', 'berdiri', 'sama', 'korban', 'akhirnya', 'kita', 'punya', 'uu', 'tpks', 'gue', 'masih', 'terharu']","['orang-orang', 'orang-orang', 'pintar', 'konsisten', 'persisten', 'sama-sama', 'nilai', 'yang', 'dibela', 'berdiri', 'sama-sama', 'korban', 'akhirnya', 'kita', 'punya', 'uu', 'tpks', 'saya', 'masih', 'terharu']"
2022-04-12 04:48:43+00:00,THEKAAAKAA,Ya bagus lah uu tpks disahin hari ini,ya bagus lah uu tpks disahin hari ini,"['ya', 'bagus', 'lah', 'uu', 'tpks', 'disahin', 'hari', 'ini']","['iya', 'bagus', 'lah', 'uu', 'tpks', 'disahin', 'hari', 'ini']"
2022-04-12 04:48:52+00:00,fadliyatiulya,"SAH!!!! 

UU TPKS SAH!! 

😭😭😭😭🥳🥳🥳🥳",sah     uu tpks sah         ,"['sah', 'uu', 'tpks', 'sah']","['sah', 'uu', 'tpks', 'sah']"
2022-04-12 04:49:10+00:00,chyd_i,Congrats UU TPKS!!,congrats uu tpks  ,"['congrats', 'uu', 'tpks']","['congrats', 'uu', 'tpks']"
2022-04-12 04:49:22+00:00,ikadiahn,Demi Allah merinding AKHIRNYA UU TPKS😭,demi allah merinding akhirnya uu tpks ,"['demi', 'allah', 'merinding', 'akhirnya', 'uu', 'tpks']","['demi', 'allah', 'merinding', 'akhirnya', 'uu', 'tpks']"
2022-04-12 04:49:25+00:00,KaredokLeunca__,"UU TPKS di sahkan hari ini di DPR RI
Semua gembira,
Namun ada sekelompok laki laki ""Pler Ngadep Belakang"" di jajaran @MardaniAliSera yang wajah dan gimik nya gak senang alias Muka Buram..
Untung guwah puasa,kalau gak puasa guwah sambitin pacul tuh muka muka jembut..gkgkgk.🔨😝😂",uu tpks di sahkan hari ini di dpr ri semua gembira  namun ada sekelompok laki laki  pler ngadep belakang  di jajaran  yang wajah dan gimik nya gak senang alias muka buram   untung guwah puasa kalau gak puasa guwah sambitin pacul tuh muka muka jembut  gkgkgk    ,"['uu', 'tpks', 'di', 'sahkan', 'hari', 'ini', 'di', 'dpr', 'ri', 'semua', 'gembira', 'namun', 'ada', 'sekelompok', 'laki', 'laki', 'pler', 'ngadep', 'belakang', 'di', 'jajaran', 'yang', 'wajah', 'dan', 'gimik', 'nya', 'gak', 'senang', 'alias', 'muka', 'buram', 'untung', 'guwah', 'puasa', 'kalau', 'gak', 'puasa', 'guwah', 'sambitin', 'pacul', 'tuh', 'muka', 'muka', 'jembut', 'gkgkgk']","['uu', 'tpks', 'di', 'sahkan', 'hari', 'ini', 'di', 'dpr', 'ri', 'semua', 'gembira', 'namun', 'ada', 'sekelompok', 'laki-laki', 'laki-laki', 'pler', 'ngadep', 'belakang', 'di', 'jajaran', 'yang', 'wajah', 'dan', 'gimik', 'nya', 'enggak', 'senang', 'alias', 'muka-muka', 'buram', 'untung', 'guwah', 'puasa', 'kalau', 'enggak', 'puasa', 'guwah', 'sambitin', 'pacul', 'itu', 'muka-muka', 'muka-muka', 'jembut', 'gkgkgk']"
2022-04-12 04:49:30+00:00,dinautr,UU TPKS sah,uu tpks sah,"['uu', 'tpks', 'sah']","['uu', 'tpks', 'sah']"
2022-04-12 04:49:36+00:00,xarlmark,UU TPKS! ✊,uu tpks   ,"['uu', 'tpks']","['uu', 'tpks']"
2022-04-12 04:49:55+00:00,debhua,"Awal dikenalkan ke KS dari simposium ini, hingga akhirnya sekarang udah jadi UU TPKS 😃 @moontofu @kopidicangkir @_saunter #ayung https://t.co/RdVe6lpynE",awal dikenalkan ke ks dari simposium ini  hingga akhirnya sekarang udah jadi uu tpks    ,"['awal', 'dikenalkan', 'ke', 'ks', 'dari', 'simposium', 'ini', 'hingga', 'akhirnya', 'sekarang', 'udah', 'jadi', 'uu', 'tpks']","['awal', 'dikenalkan', 'ke', 'ks', 'dari', 'simposium', 'ini', 'hingga', 'akhirnya', 'sekarang', 'sudah', 'jadi', 'uu', 'tpks']"
2022-04-12 04:50:10+00:00,welipiliang,Ruu Tpks jadi uu👏👏,ruu tpks jadi uu  ,"['ruu', 'tpks', 'jadi', 'uu']","['ruu', 'tpks', 'jadi', 'uu']"
2022-04-12 04:50:42+00:00,osakafalls,uu tpks sah… merinding bgt… akhirnya…,uu tpks sah  merinding bgt  akhirnya ,"['uu', 'tpks', 'sah', 'merinding', 'bgt', 'akhirnya']","['uu', 'tpks', 'sah', 'merinding', 'banget', 'akhirnya']"
2022-04-12 04:51:21+00:00,hvingsxx,Mantap uu TPKS sah,mantap uu tpks sah,"['mantap', 'uu', 'tpks', 'sah']","['mantap', 'uu', 'tpks', 'sah']"
2022-04-12 04:51:55+00:00,DEARLYOUNGK,Akhirnya RUU TPKS jadi UU,akhirnya ruu tpks jadi uu,"['akhirnya', 'ruu', 'tpks', 'jadi', 'uu']","['akhirnya', 'ruu', 'tpks', 'jadi', 'uu']"
2022-04-12 04:52:23+00:00,serenity_1006,"Alhamdulillah ya Allah UU TPKS disahkan, satu lagi perlindungan bagi masyarakat yang kemungkinan keuntungannya di dominasi wanita, sekarang terasa lebih aman, meskipun tidak menutup kemungkinan tetap terjadi kejahatan setidaknya sekarang kita punya dasar pembelaan yang kuat.",alhamdulillah ya allah uu tpks disahkan  satu lagi perlindungan bagi masyarakat yang kemungkinan keuntungannya di dominasi wanita  sekarang terasa lebih aman  meskipun tidak menutup kemungkinan tetap terjadi kejahatan setidaknya sekarang kita punya dasar pembelaan yang kuat ,"['alhamdulillah', 'ya', 'allah', 'uu', 'tpks', 'disahkan', 'satu', 'lagi', 'perlindungan', 'bagi', 'masyarakat', 'yang', 'kemungkinan', 'keuntungannya', 'di', 'dominasi', 'wanita', 'sekarang', 'terasa', 'lebih', 'aman', 'meskipun', 'tidak', 'menutup', 'kemungkinan', 'tetap', 'terjadi', 'kejahatan', 'setidaknya', 'sekarang', 'kita', 'punya', 'dasar', 'pembelaan', 'yang', 'kuat']","['alhamdulillah', 'iya', 'allah', 'uu', 'tpks', 'disahkan', 'satu', 'lagi', 'perlindungan', 'bagi', 'masyarakat', 'yang', 'kemungkinan', 'keuntungannya', 'di', 'dominasi', 'wanita', 'sekarang', 'terasa', 'lebih', 'aman', 'meskipun', 'tidak', 'menutup', 'kemungkinan', 'tetap', 'terjadi', 'kejahatan', 'setidaknya', 'sekarang', 'kita', 'punya', 'dasar', 'pembelaan', 'yang', 'kuat']"
2022-04-12 04:52:29+00:00,munierlicious,PKS menolak berarti UU TPKS wes bener,pks menolak berarti uu tpks wes bener,"['pks', 'menolak', 'berarti', 'uu', 'tpks', 'wes', 'bener']","['pks', 'menolak', 'berarti', 'uu', 'tpks', 'wes', 'benar']"
